sentiment,text_preprocessed
0,selamat pagi sahabat kompas debat capres milu calon presiden anies baswedan prabowo subianto ganjar pranowo nilai gaya komunikasi beda baca lengkap hari kompas
1,cinta damai damai pilih pimpin ganjar sejahtera
0,cebok
0,sih paham bawa suasana serang problematik menhan prabowo ngehalu sabar anies debat iya mentertawakan orang halu
0,aksi dekat gibran masyarakat mampu manfaat platform digital positif
0,bilang gibran atas tambang ilegal pergi iup nya iup gibr bahas hilirisasi hilirisas
1,semangat gus muhaimin bangun indonesia desa
1,mas gibran suka masyarakat pimpin
0,anies sih kayak konteks data bilang keliru prabowo ordal beli alutsista tanah ribu hektar deh
0,prabowo subianto orang orde anies baswedan haus kuasa gama wakil
0,wapres maruf amin bicara orang malu langgar etika netizen senggol jokowi gibran
0,anies muhaimin pilih ri ri sedekah makan siang orang setir ojol
0,debat cawapres gibran timses protes moderator
0,ah lihat debat reaksi prabowo personal anies bilang personal ujung prabowo sombong sportif kontestasi tonton publik acara kopi kopi cantik puji puji
0,lapor mm muhaimin
0,lepas dukung mahfud bagus sih tendensius intelektualitasnya
1,anies juara kuasa
0,flpp kerja perin kasih bantu finansial iya komisi v lahan subur konversi rumah lihat jawa barat tani turun harga beras bri btn kosong gbk ganjar menang total
0,lanjut ganti kamera sudut pandang prabowo datang salam airlangga hartarto zulkifli hasan anies senyum muhaimin salam ganjar sambung
0,buka pagi profesor mahfud persen gibran tanam luas kandang gemuk binatang kocak samsul
1,bingkai benci anies
1,semangat dukung prabowo mas gibran
0,latih tahun tabiat emosi emosi suka pilih prabowo
0,keluarga tawa pelukan anies cak imin moga kompak
-1,tl isi gibran muhaimin
0,fadil jadil anak abah anies hilang
1,pakai omong etika prabowo paham etika omong anies fakta hubung tema debat kocak buzer prabowo
0,alah alah nya joget
0,setir partai bukti zaman anies gubernur taruh orang tgupp titip partai
0,iya dokter mudah mudah niat tulus nazar saudara wujud moga anies baswedan pilih ri muhaimin iskandar pilih ri amin iya rabbal alami
0,banding banding bumi langit intelek tahi telak santun beringas karismatik mekso suka andai andai pandai hibur
0,gibran cari singkong tanam prabowo ha tanam singkong tumbuh jagung kantong plastik
0,anjir tiktok isi jj gibran habis debat kemarin
0,iya ulah gendong anak haram konstitusi sori hore
0,prediksi salah gibran bohong pikir iya
0,cawapres nomor urut muhaimin iskandar bangun pakai hati otak tutup debat cawapres
0,boby gibran
0,lanjut
0,arsenal ajar anies tahan serang gol
0,biuh keren sih ganjar mahfud
0,anies pengin kubu sebelah ha semangat anies sama
1,anies pakai katong orang rebut sulawesi malu papua nusa tenggara katong orang coblos anies muhaimin calon presiden indonesia timur viralkan
1,prabowo gemar berat deh bikin
0,versi alir youtube iya dukung parpol dukung langsung panggung acara selesai urgensi kah anies panggung ikuti arah awak kapal kpu anies salam rubung
0,putar pilih anies kalah pilih ganjar teguh putus
-1,sh tolak prabowo
1,debat anies baswedan baik retorika bagus hafal gubernur sukses walikota karya wawas negeri solo jujur lempar putar
0,gibran kemlinthi janji anies selesai asli kena suara suara tiktok sih fakta gambar gen pikir nasib indonesia rusak sektor jokowi kroni lanjut prabowo gibr
0,rasa kang gara gara siniar anies cing sebar anies konsisten adil
1,peduli prabowo sejahtera petan nelayan masyarakat pedesaan dukung untuk dukung sektor sektor butuh perhati khusus
1,ganjar mahfud bukti pimpin komitmen optimal potensi ekonomi negeri juara
0,tutor ucap selamat wisuda anies
1,pks percaya pimpin anies muhaimin bawa terobos positif perbaikan bangsa pilih pks coblos amin
0,ini kemarin prabowo urus singkong jagung gagal lihat ini bukti nya
0,duh ganjar pranowo penuh perhati
0,dok dukung realistis dukung takdir sih prabowo pilih andai anies salah pilih cawapres timbang pilih anies kakak pilih anies inti sih harga
0,bangun lanjut muhaimin tinggal
0,bebas dapat si anies omong kalimat singgung marah lapor
0,pulang kampung coblos legislatif capresnya cawapresnya biar ramai drama perin moga seru lanjut iya netizen budiman
1,baik ganjar nomor
0,kasihan prabowo bang sepuh paksa pikir berat jerumus beliau bang istirahat tenang pikir
0,indonesia maju wibawa kancah dunia amin amin muhaimin
-1,tren kali sgie gibran cak imin debat cawapres
0,menag pimpin lihat etika moral adab menyanyikan ku anak sekolah bodoh utara salam pribadi akal sehat
-1,tawa ketawa iya ampun pas gus muhaimin mas gibran ha
0,prabowo gibran aduhai ganteng syekalii
0,turut debat cawapres menang mahfud seluk beluk gibran kadang jawab sambung linier paslon kotak undi muhaimin teori simpel its oke
0,lawan anies sumput
0,ganjar mahfud prabowo rk anies ahy tarung debat imbang sori gibran cak imin naga naga debat beda prabowo kemarin minus emosi
0,sang cipta ilmu luas pada sayang rendah
0,gus ekspektasi sih pakai slepet puluh kali kadang kadang konteks lampau ekspektas bagus kecuali singkat singkat jebak profesor fokus program konsisten bidang hukum
1,ganjar mahfud komitmen transparansi dagang cipta lingkung usaha sehat hebat sat set
1,ganjar mahfud solusi baik sehat mental nomor darurat pos konseling kampus moga terap visi misi ganjar memahfud
0,gibran materi kasih tom ayah andal tom
1,anies muhaimin ubah
0,ayo mas
1,gerakan sadar gaya hidup bebas sampah ganjar mahfud jaga lingkung juara
1,anies bukti lihat laku jakarta pengin kerja kerja kerja beliau bukti
0,layak jenderal menteri laku orang akrab sakit lihat ekspresi bahlil prabowo canda iri rendah orang
0,penuh canda tawa sama ganjar sana iya
1,ganjar mahfud paham adil lanjut kunci utama maju dagang hebat sat set
0,muhaimin eksistensi nya kaum cendekiawan santri ingus akrab slepet
0,pribadi mas gibran kalah cawapres biar beliau matang mampu cawapres bawa capres mas gibr matang gaspol capres
1,bismillah ikut anies muhaimin menang kasih damping konsultasi hukum jasa hukum gratis masyarakat keluarga
1,negara ayom rakyat tuju anies
0,menteri aktif dukung salah calon indonesia
0,hina gibran mulia presiden jokowi
1,gas prabowo gibran putar
0,anies muhaimin
1,gus bikin videotron gus muhaimin malam keren
0,ribat jokowi mesra prabowo marah prabowo kritik program jokow ledek
0,ganjar anies prabowo kinerja prabowo menhan prabowo malam gibran tata krama maaf gibr manis
1,prabowo orang hebat percaya
1,bismillah insya allah anies muhaimin presiden wakil presiden
1,ganjar zodiak scorpio bentuk solidaritas scorpio ku pilih
0,pura pura bodoh
0,khianat tepat jokowi gibran khianat pdip hidup tumbuh pdip sukses periode menyebrang anies kader partai independen
1,prabowo mas gibran hati
1,langkah anies taktis dialogis humanis orang orang percaya anies pilih realistis
0,tuju sisi nya super sabar prabowo beliau terima calon beban beliau ajar sodor mas gibran kasihan prabowo usia beliau tanggung beban
0,koman mengerti anies cagub gerindra anies kalah gerindra dki ahy pentas politik hadap ahok banting
-1,juta anak rakyat indonesia az juta bohong iya pakai data gibran si
0,bocil tiktok adu mayor teddi alam ganjar ha
0,aduh bodoh kejam serang prabowo
1,dukung gibran pimpin muda cerdas dunia
0,eh tonton habis sih video unggah situ anies lo alas anies sidang pbb
0,pro percaya munir bela prabowo video pendek potong potong
1,anies muhaimin pks kolaborasi bangun indonesia kuat adil martabat pilih pks coblos amin
0,fz hilang moga duduk dpr ri kritik rindu fz
-1,bilang bicara etik anies terima kasih prabowo usung biaya gubernur anies jilat janji nya menghianati prabowo anies memenghianat partai demokrat
0,massa dukung paslon anies baswedan muhaimin iskandar dukung lokasi debat capres istora senayan jakpus asr
0,gibran rusak marwah debat kpu
1,mas gibran bagus pekerjaan mas gibr
0,iya anies beban tambah cak imin malam
0,tv bisu iya diam omong omong anies flu konfirmasi hidup tiktok pasca debat
0,susah kais rezeki negara orang syukur pimpin prabowo gibran
0,mas gibran langkah gus muhaimin naik peringkat indonesia sgie cak imin sgie samsul bahaya teh el sulfat ha mahfud md ha kocak ingat siang makan durek cak
0,harap doa warga wilayu selomerto wonosobo realisasi pasang ganjar mahfud menang
0,gibran tiktok gibr twitter pilih jijik habis gibr malam
1,perspektif ganjar mahfud reformasi paja langkah tingkat daya saing ekonomi indonesia top
1,ganjar mahfud dagang indonesia untung ekonomi lestari lingkung juara sat set
0,pasang cocok pimpin indonesia prabowo gibran anies muhaimin ganjar mahfud total suara pilih klik taut
0,etika tantang
0,percaya gibran dua tuhan
0,prabowo jilat
0,air cebok
0,rakyat indonesia pimpin nyata bukti langsung kinerja sekedar teori tebar janji belaka
0,anies omong ah bagus pilih
0,prabowo tipu jokowi bang ahok
1,pks anies muhaimin milik sama visi bangun indonesia adil pilih pks coblos amin
1,sepakat anies awal terlanjur cepat injak gas akhir tutup debat manis wakanda indonesia
1,ganjar janji potensi dukung kuat semangat menang
0,dukung lawan konsentrasi fisik isi materi debat ujian besok ajar larut debat iya latih materi lawan
0,bang anies ganjar jabat menhan bicara bicara teladan substantif teladan nya
0,bikin cak imin cawapres nya anies pikir mending ahy
0,gibran senyum proyek proyek solo gemuk jawab
1,amin pimpin
1,jemput menang sih
0,ayo mas gibran warga solo ini jual rica guguk resah sumpah
0,debat calon wakil presiden cawapres panas gibran serang mahfud md muhaimin iskandar mega proyek bangun kota nusantara ikn
1,terang pers anies puji penyampaian muhaimin via gara gara tambah anies batal deh asa menang rasa samsul
0,momen mana alumnus smk lulus singapura magang jual bapak kuliah profesor mahfud md gampang si belimbing wuluh kerah tim tingkat otak bengkak mata ha
1,program anies muhaimin dorong inklusi digital kalang masyarakat akses teknologi informasi kurang senjang digital wilayah
0,bang mohon anies
0,malu hidup data anies akurat debat maju capres ajar baca mbak deh
0,eh sih anies presiden benar kasih spasi kecewa manusia sempurna sih
1,mantap komedian cerdas cak lontong idola jarang jarang idola tokoh publik senang beliau dukung ganjar mahfud terima kasih cak lontong salam lemper salam jari
0,komika rangkap politikus senior tuju gibran mahfud gambar
0,wajah wajah kena mental bagus anies tema nya prabowo sih untung ganjar serang anies serang tewas prabowo
0,prabowo malam
0,ringkas program pandang paslon kait tema debat bincang publik tahan aman tema favorit bicara netizen anies singgung kritik publik kait nyata muhaimin iskandar urgensi
1,mari ganjar mahfud bangun indonesia
-1,nyata muhaimin kulit kulit elaborasi masyarakat luas paham
1,merah berani ini dukung ganjar mahfud
-1,salah ceroboh besar anies iya pilih wapres
0,jumawa si tuan prabowo keok bantai ha
1,ganjar mahfud tawar solusi inovatif atas hambat dagang hadap juara
1,pilih anies bahagia sesal umur hidup
1,anies kuasa lihai debat irama bicara atur emosi modal utama pimpin
1,anies anies
0,curang iya mundur malu
0,malam mimpi alam ganjar kasih album beludru merah
0,blockchain mengerti
0,pengaruh prabowo gibran menang putar
1,ganjar mahfud cipta bija paja insentif usaha mikro tengah juara sat set
0,alih subtema kota muhaimin iskandar janji bangun kota level jakarta kota kota penuh standar lingkung huni nyaman
1,selamat indonesia cengkeram oligarki antek antek satu penuh dukung anies muhaimin presiden indonesia
-1,sesal dukung prabowo tenang ganjar
-1,salah ceroboh blunder cak imin muhaimin iskandar cak im cawapres nomor urut nilai salah ceroboh salah ceroboh blunder cak im simak lengkap video
0,aneh kontestasi sih prabowo gibran takut kena lempar hp saudara prabowo anggap buzer
1,simpul debat malam gibran prabowo anies ganjar mahfud md
0,gibran paham inflasi hijau cekok istilah timsesnya olah mengerti istilah gibr ejek profesor mahfud mengerti inflasi hijau profesor
1,anies pimpin butuh santun emosi stabil
0,kerja buzer prabowo berat sih sesi debat hancur hancur
1,ganjar mahfud baik sih semangat menang
0,gibran ekonomi tesla pakai nikel gibr
0,cewek batak cantik anies
0,simpul debat malam anies masuk putar hajar lemah adu argumentasi prabowo kuasa bidang tangan ganjar kuasa tenang
0,nyata anies ganjar debat capres mbak
1,gibran tampil kali iya nama acara
0,anies ganjar kompak singgung bansos pasca debat sindir presiden jokowi
0,gus muhaimin perhati masyarakat desa
1,insya allah anies muhaimin
0,mati iya gaya doa safaat emosi prabowo
0,presiden indonesia anies muhaimin prabowo gibran ganjar mahfud total suara pilih klik taut tolong tweet ulang teman teman iya terima kasih
0,biar dobel untung nya lokasi makan kebun kalimantan dulu korporasi prabowo
1,soliditas pks dukung anies muhaimin langkah nyata indonesia maju pilih pks coblos amin
0,sudut pandang mas sampean sudut pandang senang sudut pandang sedih ha sih senang sudut pandang senang biar atmosfer senang
0,tolak mundur oligarki
0,sentil anies debat capres malam nama ordal sebal moga bantu
0,ajak dukung anies muhaimin kiai jombang islam
0,warung kopi pojoan bahas debat capres malam orang unggul anies orang unggul prabowo orang unggul ganjar orang unggul
1,kagum ganjar mahfud kompak isu sosial visi misi ganjar memahfud
1,moga nelayan maju ganjar mahfud
0,amin min nya dominan muhaimin paham iya
-1,pilih harap pilih hak
0,takut menang sisi pikir biar menang biar dukung pimpin model prabowo gibran menang kena dampak
0,anies pilih surya paloh
0,jadi wapres bawa mana negara malu partai usung
0,salah anies
0,dukung anies prabowo ganjar kalah mu
0,main menang ha
1,lo dukung pantas ucap anies ri amin
1,anies janji baik hidup tni polisi asn
0,sempat prabowo aksi nyata beliau cakup daya masyarakat cipta peluang ekonomi tingkat infrastruktur
0,gus muhaimin sorot makan kebun babat hutan tanam rencana matang makan kebun untung kroni rusak lingkung ubah
-1,muhaimin kebanyakan lawak slepet slepet
0,penasaran survei pasca debat strategi ofensif anies
0,orang orang tifa bikin prabowo kalah pilpres untung nya tifa roy suryo gerbong anies apes si anies
1,misi anies muhaimin luncur program tanam pohon kota perhati ruang buka hijau kurang dampak urbanisasi lingkung
0,maju ksatria sejat
0,hasil kerja keras menhan tanam singkong ubah jagung kantong plastik
0,kayak kali dengar suara muhaimin
0,culik prabowo tum
0,cak imin lancar serang prabowo gibran adi prayitno tindakan cermin perang buka
0,salut prabowo apa keadaannya abdi negara
0,capai ha uang rental kostum anime anies
0,relawan anies baswedan muhaimin iskandar pati jateng pasang spanduk panjang dunia
0,mas diri teh
0,dengar pratikno marah
1,ganjar mahfud harap maju bangsa entas miskin fokus utama visi misi ganjar memahfud
1,anies presiden
0,solo kembang pesat pimpin mas gibran ubah sektor salah satu pariwisata tingkat
0,data makan malam dua
1,mas gibran pimpin mandiri dunia
1,jenius mas gibran
0,masya allah iya rabb kabul doa negeri negeri adil makmur sejahtera pimpin anies baswedan a muhaimin iskandar amin iya rabbal alami
0,gibran sentil sikap nilai konsisten gus muhaimin resmi potong tumpeng ikn konsisten
0,goleng goleng nyam sam
0,dukung tangkal anies pintar omong kerja nol rumah dp program oke oke jadi contoh lupa macet banjir jakarta politik identitas temui kolom komentar youtube
0,atikoh bicara sikap toleransi ganjar hadap relawan lintas agama surabaya
1,anies muhaimin menang oposisi oposisi kalah kontestasi politik kalah cap oposisi nama hasut pindah dukung
0,prabowo poin orang cenderung bagus pikir orang jawa iya iya tusuk manis jelek jelekan bahaya dendam bagus
0,cek data muhaimin singgung senjang digitalisasi umkm daerah senjang
0,habis tonton nya tonton tv rusak iya rusak simpul ha
