full_text,sentiment,clean_full_text,word_count
@mdrfhyt @ganjarpranowo Kalo boleh ada orang yg harus disalahkan ya PDIP sebagai partai penguasa 10 tahun 2009 ikut gandeng Prabowo dan beberapa aktivos PRD yg semalam sorak ceria akan jawaban Prabowo. Menjijikan. Gw gen Z yg belajar soal ini. Tidak pantas negeri ini dititipkan kepada mereka,netral,   Kalo boleh ada orang yang harus disalahkan ya PDIP sebagai partai penguasa 10 tahun 2009 ikut gandeng Prabowo dan beberapa aktivis PRD yang semalam sorak ceria akan jawaban Prabowo. Menjijikan. Gw gen Z yang belajar soal ini. Tidak pantas negeri ini dititipkan kepada mereka ,44
@bengkeldodo Pemahaman geopolitik prabowo sdh jadul dan tdknmengikuti perkembangan krn terlalu lama dicekal sama usa. Makanya prabowo berkata Tidak sesederhana itu pak anies ,positif,  Pemahaman geopolitik prabowo sudah  jadul dan tidak mengikuti perkembangan karena  terlalu lama dicekal sama usa. Makanya prabowo berkata Tidak sesederhana itu pak anies  ,23
@reski_kyy @candynuts_ @rizki_kaut18799 @HidayatMintarti @NyaiiBubu Posisinya mahfud md disitu bre kalo mau bagi rata anies ganjar gibran itu salah sama2 nyakitin perasaan lawan debatnya ya,netral,      Posisinya mahfud md disitu saudara kalau mau bagi rata anies ganjar gibran itu salah sama sama menyakiti  perasaan lawan debatnya ya ,21
@Yus_197 @Sagita81774027 @seruanhl @NgkongRoses @BiLLRaY2019 @B3doel___ @Aryprasetyo85 @AntoniusCDN @03__nakula @007koteka @gibran_tweet Lumayan menghibur... https://t.co/WpX7QXlELR,netral,            Lumayan menghibur...  ,2
@GeiszChalifah Maaf bang tp harus saya akui semalam yg paling unggul emang gibran pak muhaimin kalah telak. Gibran menguasai materi walopun gk smw. Over all dia unggul smw pembahasan.,negatif,  Maaf bang tapi harus saya akui semalam yang paling unggul memang gibran pak muhaimin kalah telak. Gibran menguasai materi walaupun tidak smw. Over semua dia unggul semua pembahasan. ,28
@Dahnilanzar @gibran_tweet @prabowo Takut nanti melarat gak makan.. atau disandera kasus?Hingga menjilatnya all in begini? https://t.co/ZRVCFFGnCL,netral,    Takut nanti melarat tidak makan.. atau disandera kasus?Hingga menjilatnya semua ini begini?  ,12
@are_inismyname @prabowo @99propaganda @bengkeldodo @P4P4B0W0_2024 @alextham878 @Ndons_Back @Alie_Fahnoor @Bank_Joee_ @florieliciouss @Kimberley_2024 @KhoirilAnwar_ yang paling saya ingat dari debat itu saya tidak tahan menjadi oposisi karena tidak bisa berbisnis semoga menjadi calon tetap,positif,             yang paling saya ingat dari debat itu saya tidak tahan menjadi oposisi karena tidak bisa berbisnis semoga menjadi calon tetap ,20
Ya memang @gibran_tweet baru tadi sore tau. Itu pun di ajari tim nya. Cuma salah ucap . Lha wong Gibran itu masih cetek ilmunya ..gak level lah debat dg Prof Mahfud dan Muhaimin. Jangankan Gibran. Jokowi bapaknya debat soal hukum dan agama juga saja gak mampu,netral, Ya memang  baru tadi sore tau. Itu pun di ajari tim nya. Cuma salah ucap . Lha orang Gibran itu masih cetek ilmunya ..gak level lah debat dengan  Prof Mahfud dan Muhaimin. Jangankan Gibran. Jokowi bapaknya debat soal hukum dan agama juga saja tidak mampu ,45
@Nikmatul_Sg @ganjarpranowo Alhamdulillah terus berjuang Pak Ganjar Mahfud.. Insya Allah M3NANG.,positif,   Alhamdulillah terus berjuang Pak Ganjar Mahfud.. Insya Allah M3NANG. ,9
Ganjar-Mahfud membuka wawasan kita terhadap permasalahan perpajakan menyoroti kerumitan pembayaran pajak yang masih dirasakan banyak warga Indonesia. @skyzuea Juara ! Pasti Lebih Baik https://t.co/2SQrB3aJbf,positif, Ganjar-Mahfud membuka wawasan kita terhadap permasalahan perpajakan menyoroti kerumitan pembayaran pajak yang masih dirasakan banyak warga Indonesia.  Juara ! Pasti Lebih Baik  ,22
Anis- Muhaimin Adalah Harapan Seluruh Rakyat Indonesia yang Menginginkan kemakmuran dan Peradaban yang Lebih Maju. @aniesbaswedan @cakimiNOW @DPP_PKB @HasanRofiqi4 @Mursyidan10 @zakaria_hmy #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/sta8VMHTlb,netral, Anis- Muhaimin Adalah Harapan Seluruh Rakyat Indonesia yang Menginginkan kemakmuran dan Peradaban yang Lebih Maju.           ,15
@kompascom Anies diserang dg siapa yg jadikan gubernur..tapi anies sampaikan fakta wowo lebih pentingkan bisnis dan uang..emosi lagi woo..gebrak meja bersama rakyat ngiclik minta jatah menteri parah loe wo,positif,  Anies diserang dengan  siapa yang jadikan gubernur..tapi anies sampaikan fakta prabowo lebih pentingkan bisnis dan uang..emosi lagi woo..gebrak meja bersama rakyat ngiclik meminta jatah menteri parah kamu prabowo ,28
Kredibilitas Ganjar-Mahfud menjadi modal berharga untuk menarik investasi asing yang mendukung pertumbuhan perdagangan. @vaachyoon Hebat ! Pasti Lebih Baik https://t.co/oHeQTAfC9o,positif, Kredibilitas Ganjar-Mahfud menjadi modal berharga untuk menarik investasi asing yang mendukung pertumbuhan perdagangan.  Hebat ! Pasti Lebih Baik  ,18
Menangkan Anies Muhaimin sebagai Presiden Wakil Presiden Maka Kita akan jadi Tuan Rumah di Negeri sendiri #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/UaZjrvjSgP,positif, Menangkan Anies Muhaimin sebagai Presiden Wakil Presiden Maka Kita akan jadi Tuan Rumah di Negeri sendiri       ,16
@Andiarief__ Emang si gibran ga nyerang? Wkwkmwkwk untungny pa muhaimin dan pa mahfud sabar,netral,  Emang si gibran tidak nyerang? Wkwkmwkwk untungnya pak muhaimin dan pak mahfud sabar ,13
@Nikmatul_Sg kece banget emang paslon tiga selalu menampilkan hal hal menarik bikin tertarik ganjar mahfud jaya jaya,netral,  kece sekali  memang paslon tiga selalu menampilkan hal hal menarik bikin tertarik ganjar mahfud jaya jaya ,16
Ganjar-Mahfud berkomitmen memperkuat perdagangan intra-ASEAN demi meningkatkan daya saing regional. @watermengow Top ! Sat Set https://t.co/uRSxtKz07x,positif, Ganjar-Mahfud berkomitmen memperkuat perdagangan intra-ASEAN demi meningkatkan daya saing regional.  Top ! Sat Set  ,14
Makin yakin Pak Ganjar dan Pak Mahfud memang terbaik untuk melanjutkan kepemimpinan Pak Jokowi LanjutGansemuakerja GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif, Makin yakin Pak Ganjar dan Pak Mahfud memang terbaik untuk melanjutkan kepemimpinan Pak Jokowi LanjutGansemuakerja GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,23
@fadlizon @prabowo @gibran_tweet Yg d atur 2 mntri nir adab itu y?? Coba anda cek videonya,netral,    Yg  atur 2 menteri nir adab itu y?? Coba anda cek videonya ,12
Kecewa Relawan Prabowo Solo Raya Deklarasikan Hijrah Dukungan ke Anies-Muhaimin https://t.co/00QvNwGDwR,netral, Kecewa Relawan Prabowo Solo Raya Deklarasikan Hijrah Dukungan ke Anies-Muhaimin  ,10
HAHAHAHHAA RILL ANJRRRR ANIES KEKK NA SERANGG TERUSS PRABOWO TERUSS PRABOWOO KEBAWAA EMOSIIII HAHAHHAA https://t.co/71HOa9myCv,positif, HAHAHAHHAA RILL ANJRRRR ANIES KEKK NA SERANGG TERUSS PRABOWO TERUSS PRABOWOO KEBAWAA EMOSIIII HAHAHHAA  ,14
@RcyberProj0 @prabowo @gibran_tweet @budimuni98 @handoko2411 @FALDA81 @Projo_Pusat Bisa jelaskan hasil survei ini https://t.co/w0jP8HBMrT,netral,        Bisa jelaskan hasil survei ini  ,5
@shileeey Anies Ganjar kritik gibran tebak an anak SD. Kemaren pendukung 02 pada ngata in Anies Ganjar sekarang mbela Gibran dibilang savage wkwkw lo lo ini yg standar ganda,netral,  Anies Ganjar kritik gibran tebak an anak SD. Kemaren pendukung 02 pada kata ini Anies Ganjar sekarang membela Gibran dibilang liar ha kamu lo ini yang standar ganda ,28
TKN Prabowo-Gibran Sebut Program Makan Siang dan Susu Gratis Tak Pakai Anggaran Bansos - Kompas TV https://t.co/M53UnoQ2ja #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,positif, TKN Prabowo-Gibran Sebut Program Makan Siang dan Susu Gratis Tak Pakai Anggaran Bansos - Kompas TV     ,16
@CensoredMen Nih pak @prabowo yang dibilang lemah!!!! @Gerindra @gibran_tweet,netral,  Nih pak  yang dibilang lemah!!!!   ,5
@ganjarpranowo Ganjar Mahfud 03,positif,  Ganjar Mahfud 03 ,3
Ganjar-Mahfud mengajak seluruh elemen masyarakat untuk bersama-sama menjaga keutuhan dan keberlanjutan negara. @zee_fara123 Hebat ! Sat Set https://t.co/nYy9EJ99F0,positif, Ganjar-Mahfud mengajak seluruh elemen masyarakat untuk bersama-sama menjaga keutuhan dan keberlanjutan negara.  Hebat ! Sat Set  ,16
@NyaiiBubu pak anies lagi liat ke yang salaman ga sempet reflek cak imin ngeliat dan udah reflek mau bantuain tapi keduluan gibran. ya elah mau nyebokin yang ga punya etik gini amat el slepet,netral,  pak anies lagi lihat ke yang salaman tidak sempat refleks cak imin melihat dan sudah refleks mau bantukan tapi keduluan gibran. ya alah mau ceboki yang tidak punya etik begini amat el slepet ,33
@ukubadio @bangfirman93 @Resty_J_Cayah @prabowo @aniesbaswedan @ganjarpranowo Lha pemimpin itu gimana?..menyuruh pa disuruh?,netral,       Lha pemimpin itu gimana?..menyuruh pak disuruh? ,6
Aksi Cak Imin better dibanding debat cawapres sebelumnya. Kemajuan lah. Gibran menurun dr aksi sebelumnya yg man of the match pak Mahfud gk terlalu beda jauh dgn sblumnya.,netral, Aksi Cak Imin lebih baik dibanding debat cawapres sebelumnya. Kemajuan lah. Gibran menurun dari aksi sebelumnya yang man dari itu cocok pak Mahfud tidak terlalu beda jauh dengan  sblumnya. ,29
@kucluk_tenan Makanan Pak Anies dan Gus Muhaimin sejak mahasiswa ini mah #DebatCapres,positif,  Makanan Pak Anies dan Gus Muhaimin sejak mahasiswa ini mah  ,10
Bersama Anies-Muhaimin PKS akan menghadirkan solusi-solusi inovatif demi kemajuan bangsa Indonesia. #PKSmenangAMIN PilihPKS CoblosAMIN,positif, Bersama Anies-Muhaimin PKS akan menghadirkan solusi-solusi inovatif demi kemajuan bangsa Indonesia.  PilihPKS CoblosAMIN ,13
@soojiiee @Bull_winner toh sama aja capres lu pernah bangga diusung pak prabowo,netral,   toh sama saja capres kamu pernah bangga diusung pak prabowo ,10
@Fahrihamzah Sekuat apapun usaha memframing bahwa pak Prabowo hebat di debat ke3 ini tidak akan berhasil. Wong semua pada nonton semua lihat pak Prabowo babak belur kena upper cut dan jab Ganjar juga Anies.,positif,  Sekuat apapun usaha membingkai bahwa pak Prabowo hebat di debat ketiga ini tidak akan berhasil. Wong semua pada menonton semua lihat pak Prabowo babak belur kena atas potong dan jab Ganjar juga Anies. ,33
Saya merasa puas dengan satu gerakan mas Gibran semuanya suda pada ngamuk. Yaaaa begitulah jika hanya mengandalkan gelar prof. Canda..... Prof ,netral, Saya merasa puas dengan satu gerakan mas Gibran semuanya sudah pada ngamuk. Yaaaa begitulah jika hanya mengandalkan gelar prof. Canda..... Prof  ,21
Kepercayaan masyarakat terhadap Ganjar-Mahfud menjadi modal kuat dalam mengimplementasikan kebijakan perdagangan yang efektif. @ummihnf1 Top ! Pasti Lebih Baik https://t.co/9vfbqSLSji,positif, Kepercayaan masyarakat terhadap Ganjar-Mahfud menjadi modal kuat dalam mengimplementasikan kebijakan perdagangan yang efektif.  Top ! Pasti Lebih Baik  ,18
Ganjar-Mahfud membawa semangat kolaborasi dan kemitraan dalam membangun ekosistem perdagangan yang berkelanjutan. @winteraesnow Top ! Pasti Lebih Baik https://t.co/dygtUlXhfm,positif, Ganjar-Mahfud membawa semangat kolaborasi dan kemitraan dalam membangun ekosistem perdagangan yang berkelanjutan.  Top ! Pasti Lebih Baik  ,17
@DPNAminBalad @aniesbaswedan @cakimiNOW Gus Muhaimin menyoroti Food estate itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perencanaannya tidak matang. Gaskan terus Gus....,netral,    Gus Muhaimin menyoroti Food perkebunan itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perencanaannya tidak matang. Gaskan terus Gus.... ,21
@ferrykoto Lebih dahsyat Anies dong? Prabowo emosinya sampe 10 hari setelah debat ,positif,  Lebih dahsyat Anies dong? Prabowo emosinya sampai 10 hari setelah debat  ,11
@SumitroYoel alasan saya sederhana jangan memilih jokowi dan pdip. rasanya 10 tahun ini sudah cukup keduanya berkuasa. dan mungkin apabila dibiarkan lebih lama lagi akan semakin terlena dengan kekuasaan. terbukti dengan dinamika politik akhir-akhir ini salah satunya dgn pencalonan gibran.,netral,  alasan saya sederhana jangan memilih jokowi dan pdip. rasanya 10 tahun ini sudah cukup keduanya berkuasa. dan mungkin apabila dibiarkan lebih lama lagi akan semakin terlena dengan kekuasaan. terbukti dengan dinamika politik akhir-akhir ini salah satunya dengan  pencalonan gibran. ,39
@sugarcandy9392 @fadliaguss @AnggaPutraF Kok sama kyk bapak gw yg prabowo lovers wkwk Gw 2014 &amp; 2019 dukung Prabowo. Tp kalo sekarang dukung nya Anies krna liat rekam jejaknya Di keluarga gw skrng jg pd dukung Anies bapak gw doang yg msh setia sama Prabowo sampe tiap Anies ngomong dia emosian trs ,netral,    Kok sama mirip   bapak saya yang prabowo pecinta ha Gw 2014 &amp; 2019 dukung Prabowo. Tp kalau sekarang dukung nya Anies karena  lihat rekam jejaknya Di keluarga saya sekarang  juga  pada  dukung Anies bapak saya saja  yang masih  setia sama Prabowo sampai tiap Anies omong dia emosian terus  ,48
@AlissaWahid @gibran_tweet Kemana aja bu waktu Ganjar dan Anies.,netral,   Kemana saja ibu waktu Ganjar dan Anies. ,7
@NOTASLIMBOY Ga terlalu ofensive ya bisa jadi. Tp bikin prabowo dongkol ini wajib sih Privilege punya lawan yg emosional ya harus dieksploitasi terus,netral,  Ga terlalu ofensif ya bisa jadi. Tp bikin prabowo dongkol ini wajib sih Privilege punya lawan yang emosional ya harus dieksploitasi terus ,22
Anies dan Gus Muhaimin sudah tidak diragukan lagi inilah calon Presiden yang pantas menjadi Pemimpin Negara #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati https://t.co/FitMA45Ypc,positif, Anies dan Gus Muhaimin sudah tidak diragukan lagi inilah calon Presiden yang pantas menjadi Pemimpin Negara     ,16
@Brigade01Arwan1 @aniesbaswedan Gus Muhaimin dan PKB untuk Indonesia Perubahan lebih Baik AMIN.,positif,   Gus Muhaimin dan PKB untuk Indonesia Perubahan lebih Baik AMIN. ,10
Bupati Usul Anies Baswedan-Muhaimin Iskandar Kampanye Terbuka di Bantul https://t.co/h0092q6HJW,positif, Bupati Usul Anies Baswedan-Muhaimin Iskandar Kampanye Terbuka di Bantul  ,9
@PolJokesID Anis serang Prabowo terus karena kans pemilih Prabowo beralih ke anies masih banyak. Anies jarang serang Ganjar karena ya pendukung ganjar die hard semua kecil kemungkinan pindah ke anis,netral,  Anis serang Prabowo terus karena fans pemilih Prabowo beralih ke anies masih banyak. Anies jarang serang Ganjar karena ya pendukung ganjar mati sulit semua kecil kemungkinan pindah ke anies ,29
@BALAD_AMIN24 Sukses selalu buat mas Anis dan Gus Muhaimin untuk perubahan yang lebih baik... https://t.co/z6GIZl3Aa2,positif,  Sukses selalu buat mas Anis dan Gus Muhaimin untuk perubahan yang lebih baik...  ,13
150 Alumni UI Deklarasi Nyatakan Dukung Anies Baswedan-Muhaimin Iskandar. Tindakan alumni UI merupakan kerinduan logis atas perubahan. Semua orang yang berpikir dan bertindak bebas pasti cenderung perubahan. https://t.co/wWRf9YWxPm @Mdy_Asmara1701 @Yurissa_Samosir @RikeSants,netral, 150 Alumni UI Deklarasi Nyatakan Dukung Anies Baswedan-Muhaimin Iskandar. Tindakan alumni UI merupakan kerinduan logis atas perubahan. Semua orang yang berpikir dan bertindak bebas pasti cenderung perubahan.     ,27
Tim Anies-Muhaimin dan Tim Ganjar-Mahfud Bersatu Bela Butet #Pemilu2024 #AdadiKompas https://t.co/TSDXUPpYqn,netral, Tim Anies-Muhaimin dan Tim Ganjar-Mahfud Bersatu Bela Butet    ,8
@democrazymedia Mas Gibran pemimpin paling jenius dan berilmu,positif,  Mas Gibran pemimpin paling genius dan berilmu ,7
@abhie_000 @prabowo @gibran_tweet Silahkan tertinggi tetapi g akan buat pndukung loyalis prabowo ciuttt jelas bngt debat kemaren Bpk gue skak mat paslon elo ,netral,    Silahkan tertinggi tetapi tidak akan buat pendukung loyalis prabowo ciut jelas sangat  debat kemarin Bpk saya sekak mat paslon kamu   ,20
Visi Ganjar-Mahfud bikin yakin Indonesia bisa lebih baik @pii_menn VisiMisi GanjarMahfud https://t.co/OIpuYcB5l6,positif, Visi Ganjar-Mahfud bikin yakin Indonesia bisa lebih baik  VisiMisi GanjarMahfud  ,10
@PartaiSocmed @gibran_tweet Anda ada bisnis dengan salah satu capres cawapres??,netral,   Anda ada bisnis dengan salah satu capres cawapres?? ,8
Ganjar-Mahfud memandang perdagangan sebagai instrumen vital untuk meningkatkan kesejahteraan rakyat Indonesia. @titapasyaaa Top ! Sat Set https://t.co/NFhqYedLKf,positif, Ganjar-Mahfud memandang perdagangan sebagai instrumen vital untuk meningkatkan kesejahteraan rakyat Indonesia.  Top ! Sat Set  ,15
@taosophie dan hal2 seperti inilah yang akan dilanjutkan oleh dua orang capres selain Anies,netral,  dan hal hal seperti inilah yang akan dilanjutkan oleh dua orang capres selain Anies ,14
@kompascom Eh iya sih kita sangat terkej6 apalagi pas marah marah ke Pak Anies ,negatif,  Eh iya sih kita sangat terkejut apalagi pas marah marah ke Pak Anies  ,13
@unkonwwota @electrohypos @jayacand @lucywiryono Itu hal normal kok pak Anies aja udah ga menjabat jadi gubernur yg dikuliti tentang kinerja dia sebagai gubernur apalagi ini masih menjabat sebagai menhan gimana sih,netral,     Itu hal normal kok pak Anies saja sudah tidak menjabat jadi gubernur yang dikuliti tentang kinerja dia sebagai gubernur apalagi ini masih menjabat sebagai menhan bagaimana sih ,27
Pilih Anis &amp; Muhaimin AMIN #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/ZL7w4edtw9,positif, Pilih Anis &amp; Muhaimin AMIN       ,5
@idextratime Kemarin itu pak Anies yg debat cuman dalam bentuk lain,netral,  Kemarin itu pak Anies yang debat hanya dalam bentuk lain ,10
@masipang_ @daitsukkidayo Buzzer kudet ini sih yg menemukan kejanggalan APBD DKI itu pak Anies sendiri.. ‍️ https://t.co/jgsLrmn8Jd,positif,   Buzzer kudet ini sih yang menemukan kejanggalan APBD DKI itu pak Anies sendiri.. ‍️  ,14
@erickthohir @prabowo @gibran_tweet Bayar dulu utang2 yang numpuk di BUMN pak kantor saya masih diutangin nih sm BUMN anda yg banyak utang itu ,netral,    Bayar dulu utang utang yang tumpuk di BUMN pak kantor saya masih diutangi nih sama  BUMN anda yang banyak utang itu  ,21
@alextham878 @prabowo Untung tidak ada mimbar di arena debat sayang tidak di sediakan oleh panitia,netral,   Untung tidak ada mimbar di arena debat sayang tidak di sediakan oleh panitia ,13
@ganjarpranowo Kita berharap pak ganjar bisa seperti ini terus ,netral,  Kita berharap pak ganjar bisa seperti ini terus  ,8
Kesehatan mental jadi fokus mereka bikin pos konseling sampe fasilitas layanan jiwa Ganjar Mahfud emang beda! @khoriibnuryaana VisiMisi GanjarMahfud https://t.co/8Q2j8St4gf,netral, Kesehatan mental jadi fokus mereka bikin pos konseling sampai fasilitas layanan jiwa Ganjar Mahfud memang beda!  VisiMisi GanjarMahfud  ,18
@hasyimmah Betul pak . Di tambah omongan pak guntur Sukarno yng kl pdip menang ganjar mahfud jadi presiden mau di apain jokowi juga gampang. Haduhhhh Kenapa harus ada omongan seperti itu ,netral,  Betul pak . Di tambah omongan pak guntur Sukarno yang  kalau pdip menang ganjar mahfud jadi presiden mau di apakan jokowi juga gampang. Haduhhhh Kenapa harus ada omongan seperti itu  ,30
