full_text,sentiment,word_count,text_preprocessed
Kepemimpinan terbuka Ganjar-Mahfud membawa transparansi dan akuntabilitas dalam pengelolaan perdagangan. @watchagonnasay Juara ! Sat Set https://t.co/MLg70VRCNK,1,14,pimpin buka ganjar mahfud bawa transparansi akuntabilitas kelola dagang juara sat set
Kenapa tagar #DesakAnies hari ini dipenuhi dengan Buzzer² yg menyudutkan Gus Muhaimin ya? Robot² ini memang sungguh menyebalkan mencoba menutup informasi yang akan bergema ke seluruh Nusantara hari ini. Desak Anies x Total Politik,0,33,tagar penuh buzer buzer sudut gus muhaimin iya robot robot sungguh sebal coba tutup informasi gema nusantara desak anies kali total politik
Sukses untuk Gus Muhaimin Iskandar Calon Wakil Presiden RI #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/ZbhFXYih5B,1,9,sukses gus muhaimin iskandar calon wakil presiden ri
@fadlizon @prabowo Uriginal yg biasa marah marah zon,0,6,original marah marah zon
@Resty_J_Cayah Ganjar menang Prabowo gabung. Prabowo menang PDIP gabung. Prabowo sudah membuktikannya. Tinggal kalian sibuk menyucikan diri atas ucapan kasar kalian dan puja-puji kembali.,1,23,ganjar menang prabowo gabung prabowo menang pdip gabung prabowo bukti tinggal sibuk suci ucap kasar puja puji
Dukungan PKS untuk Anies-Muhaimin adalah dorongan kuat untuk memperjuangkan hak-hak perempuan dan anak-anak. #PKSmenangAMIN PilihPKS CoblosAMIN,1,15,dukung pks anies muhaimin dorong kuat juang hak hak perempuan anak anak pilih pks coblos amin
Debat Ketiga Capres: Pengawal Anies-Muhaimin Sempat Dilarang Masuk oleh Brimob https://t.co/Xwe98GbdUA,1,10,debat tiga capres awal anies muhaimin larang masuk brimob
Ganjar-Mahfud calon pemimpin yang punya solusi cerdas untuk masalah kesehatan mental @mimipiuw VisiMisi GanjarMahfud https://t.co/YZJ75zELaf,1,13,ganjar mahfud calon pimpin solusi cerdas sehat mental visi misi ganjar memahfud
@Sang_Tadulako @Fahrihamzah @gibran_tweet kui rungoke mas ,0,3,kui rungoke mas
Dalam kepemimpinan Ganjar-Mahfud ekonomi kerakyatan bukan hanya teori melainkan amalia nyata. @mrsfelix_ Top ! Pasti Lebih Baik https://t.co/Y0C9yf5jI6,0,16,pimpin ganjar mahfud ekonomi rakyat teori amalia nyata top
Ganjar Mahfud hadir sebagai harapan baru membawa perubahan positif dalam penanganan kesehatan mental di Indonesia @Linda9631659791 VisiMisi GanjarMahfud https://t.co/3PkpjNiSRb,1,17,ganjar mahfud hadir harap bawa ubah positif tangan sehat mental indonesia visi misi ganjar memahfud
Keterbukaan Ganjar-Mahfud terhadap masukan dari berbagai pihak menciptakan kebijakan perdagangan yang berbasis pada kebutuhan nyata. @valerinasi Juara ! Pasti Lebih Baik https://t.co/reBb3ppuwp,1,20,buka ganjar mahfud pasu cipta bija dagang basis butuh nyata juara
Hadir Debat Cawapres Menteri Bahlil Sebut Gibran Tidak Ada Duanya https://t.co/Rw76ZyedON #beritasatu #newsupdate #news,0,10,hadir debat cawapres menteri bahlil gibran dua
@Brigade01Arwan1 @aniesbaswedan Mantap Gus Muhaimin,0,3,mantap gus muhaimin
Alumni yg mana dan di mana ini? https://t.co/IHR5FqW8ma Alumni Universitas Hasanuddin (Unhas) menyatakan dukungannya ke pasangan Prabowo Subianto-Gibran Rakabuming Raka,0,19,alumni alumni universitas hasanuddin unhas dukung pasang prabowo subianto gibran rakabuming raka
Ini pendukung 02 bilang ANIES B*NGS*T! atau ANIES B*C*T! atau apa ya? Saya masih belum jelas . Ngeri juga ya kalau etik dianggap remeh bahkan di forum resmi pun teriak nir-etik https://t.co/WUZVT0AWma,0,31,dukung bilang anies b bangsat trilliun anies b sih trilliun iya ngeri iya etik anggap remeh forum resmi teriak nir etik
@Hasbil_Lbs @aniesbaswedan @prabowo Emang pak Anies seperti Prabowo yg gabung jd menteri kompetitornya?? ,0,10,anies prabowo gabung menteri kompetitor
Minggir WIR ini Pak ANIES Gwe' !! https://t.co/yRlwhHZf5w,0,7,minggir wir anies
@Gus_Raharjo Wes mantap putra madura. Pak Mahfud cawapres idolaku . Visi misi jelas rekam jejak baik. Wes lah pak mahfud wae wapresnya #MahfudLebihBaik Ganjar Mahfud Satset https://t.co/sOHzTCewPa,1,24,wes mantap putra madura mahfud cawapres idola visi misi rekam jejak wes memahfud wae wapresnya ganjar memahfud sat set sat set
Calon Presiden dan Wakil Presiden Nomor Urut 1 Anies Baswedan dan Muhaimin Iskandar juga sudah tiba di lokasi debat ketiga Istora Senayan Jakarta Pusat. #IDNTimes #GenZMemilih https://t.co/HchfEcO5T5,1,24,calon presiden wakil presiden nomor urut anies baswedan muhaimin iskandar lokasi debat tiga istora senayan jakarta pusat
@DPNAminBalad @aniesbaswedan @cakimiNOW Gus muhaimin mantap,1,3,gus muhaimin mantap
@acbsurd @tirta_cipeng Saya banget org sekapabel pak anies jika tdk terpilih rakyat menyia2kan pertolongan Tuhan pada negri ini. Tuhan sdh memberi pertolongan dg adanya P Anies yg bs mengentaskan masalah negri ini tp sama rakyatnya tdk dipilihnya. Jadilah negri ini makin berantakan️️,0,41,orang kapabel anies pilih rakyat sia sia tolong tuhan negeri tuhan tolong anies entas negeri rakyat pilih negeri beranta
Maju terus. Pak Anies memang sosok pemimpin harapan bangsa. https://t.co/A6CHf7ntfI,1,9,maju anies sosok pimpin harap bangsa
Ayuck Gus Muhaimin pastikan Membangun Indonesia dari Desa #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 @cakimiNOW @DPP_PKB @EmHasanuddin @dpwpkbdiy @agussulis_ @Murtodo68 @FeriantoGatot @herrysantoso74 @agung_margandhi @gusthowi @nurulsamudra21 @BagusMuhaiminS1 https://t.co/AD549b6PAl,0,8,ayo gus muhaimin pasti bangun indonesia desa
@cakimiNOW Yg jelas Cak Imin hrs bnyk belajar jgn cuma cengengesan melulu..Anda itu jd beban Anies lg utk menaikkan elektabilitas yg berantakan karena kwalitas anda yg di kalah jauh dr anak kemarin sore. Untung ada Anies Baswedan yg cerdas. Udah lah anda itu cukup jd pajangan aja.,-1,46,cak imin ajar cengengesan melulu beban anies naik elektabilitas beranta kualitas kalah anak kemarin sore untung anies baswedan cerdas pajang
@bengkeldodo @prabowo Kurang di mas ayah prab sedang diajari anies. Ga usah antangin kaya manusia level rendah aja,0,16,mas ayah prabowo ajar anies antangin manusia level rendah
Mahfud MD Bakal Tonjolkan Target Pertumbuhan Ekonomi 7 Persen di Debat Cawapres #LanjutGAN #LanjutGANsemuakerja #LanjutGANsemuamurah #GanjarSikatKorupsi #GanjarMahfud #GanjarPranowo #GerakCepat #MahfudMD #IndonesiaUnggul #IndonesiaLebihBaik https://t.co/APvp1xNbOD,0,12,mahfud md tonjol target tumbuh ekonomi persen debat cawapres
Ganjar Mahfud adalah sosok yang dapat menginspirasi anak muda untuk berkontribusi positif dalam pembangunan negeri Ganjar Mahfud Sat Set #MahfudLebihBaik https://t.co/M3xmtmRu2I,1,19,ganjar mahfud sosok inspirasi anak muda kontribusi positif bangun negeri ganjar memahfud sat set
@SINDOnews aamiin! Ikut terharu semakin banyak dukungan u/ Pak Ganjar-Mahfud krn peduli dgn rakyat dan punya visi misi rasional!,0,18,amin haru dukung ganjar mahfud peduli rakyat visi misi rasional
@hansssolo Dah ganti Om pak anies... pak anies...! ,0,7,ganti om anies anies
@sandiuno Yg mengejar jabatan biasanya suka menyerang tdk lain ANIES BASWEDAN &amp; GANJAR mas. Mknya PPP pecah dua yg waras mesti milih pasangan nomor 02. GANJAR KEMLINTI. ANIES LEBIH NGERI DARI GANJAR.,-1,31,kejar jabat suka serang anies baswedan ganjar mas ppp pecah waras mesti pilih pasang nomor ganjar kemlinthi anies ngeri ganjar
Bicara pake data Anies emang keren #AMINTerbaikNomor1,1,6,bicara pakai data anies keren
@memelord_666666 Intinya mah enggak bisa di mengerti oleh warga bumi mungkin Anies punya cita-cita jadi DPR,0,16,inti mah mengerti warga bumi anies cita cita dpr
@bengkeldodo @prabowo Tapi untuk debat Tadi malam secara keseluruhan panggungnya masih di kuasai @aniesbaswedan,0,11,debat malam panggung kuasa
pendukung ganjar dan anies di tiktok terlihat mulai bawa narasi indonesia full mukbang untuk ngejek prabowo ,0,16,dukung ganjar anies tiktok bawa narasi indonesia penuh mukbang ejek prabowo
@FarrelAb_ @mezzaquartz Yg ngira ini proyek ganjar itu salah besar wong ini masuk Proyek Strategis Nasional dimana2 ada PSN pemda kudu manut. Td di tiktok malah ganjar blg sendiri wadas sudah selesai urusanku udh clear semua .,1,36,proyek ganjar salah orang masuk proyek strategis nasional mana psn pemda tiktok ganjar bilang wadas selesai urus jernih
Ganjar-Mahfud menciptakan keterhubungan yang erat antara pemerintah dan masyarakat dalam setiap langkah kebijakan. @zeizisjkx Juara ! Sat Set https://t.co/6uRV6kE2yk,1,17,ganjar mahfud cipta hubung erat perin masyarakat langkah bija juara sat set
@OmJ_JeNggott Picah itu bosqu Yasin 105 ini memang bukan kaleng2.,1,9,pica bosku yasin kaleng kaleng
@kikysaputrii Sad ending buat Prabowo,0,4,sedih prabowo
@fadlizon @prabowo @gibran_tweet Jangan dibully ges jelas2 tujuan orang ini emang bukan untuk menjadi wakil rakyat tapi mendapatkan kekuasaan makanya dia harus dukung mereka :),0,24,rundung teman teman tuju orang wakil rakyat kuasa dukung
@renandabachtar Bisa nih demokrat ketumnya ganti Gibran Biar jelas dukung keberlanjutannya,0,10,ini demokrat tum ganti gibran biar dukung lanjut
@BANGSAygSUJUD @ryon04 @kurawa @zy_zy_its_me @Minietweets_ @mpoklela7 @mimih6mei @bengkeldodo @ajengcute16__ @Chavesz08 @Kimberley_2024 @Lembayung071 ada 3 type orang susah di nasehatin 1 penjudi 2 pemabuk 3 pendukung prabowo goblok hakikiki,0,16,tipe orang susah nasihat judi mabuk dukung prabowo bodoh hakiki
CALON Wakil Presiden (Cawapres) nomor urut satu Muhaimin Iskandar (Cak Imin) menegaskan bahwa investasi merupakan salah satu yang paling penting untuk pertumbuhan ekonomi. #debatcawapres2024 Sumber: https://t.co/oSJprmNm1A,0,24,calon wakil presiden cawapres nomor urut muhaimin iskandar cak imin investasi salah tumbuh ekonomi sumber
Anies layak menjadi pemenang debat capres ke 3 disisi lain Prabowo di lucutin di bidangnya sesuai dengan tema debat dia menjabat sebagai menhan aktif kalo ga mau disalahin ga usah nyalon Paslon 1 good job Abah anies,0,38,anies layak menang debat capres sisi prabowo lucut bidang sesuai tema debat jabat menhan aktif salah calon paslon bagus pekerjaan abah anies
Nilai 11/100 debatnya disini bukan ditempat lain menhan nya punya lahan ribuan hektar sedang prajurit gapunya rumah beli pesawat bekas cari makam orang hilang Savage banget ga si? Gibran mah menghina orang tua itu. Anies sama Ganjar baru savage baru capres idaman,0,43,nilai debat tempat menhan nya lahan ribu hektar prajurit rumah beli pesawat bekas cari makam orang hilang liar si gibran mah hina orang tua anies ganjar liar capres idam
@merdekadotcom All in Ganjar-Mahfud,1,3,ganjar mahfud
Ganjar-Mahfud mengoptimalkan potensi pariwisata sebagai pendukung utama perdagangan dan perekonomian nasional. @tiramishulovie Top ! Pasti Lebih Baik https://t.co/BPlcaABRjO,1,16,ganjar mahfud optimal potensi pariwisata dukung utama dagang ekonomi nasional top
Saya adalah seorang swing voter. Hari ini saya memantapkan diri sesuai kata hati dan pikiran serta beberapa riset pribadi tentang rekam jejak visi misi debat dan kampanye. Maka dari itu saya memutuskan untuk mendukung paslon 01 (AMIN) Anies Bawesdan &amp; Muhaimin Iskandar.,0,42,ayun pilih mantap sesuai hati pikir riset pribadi rekam jejak visi misi debat kampanye putus dukung paslon amin anies baswedan muhaimin iskandar
Teranies anies...gue mah..Bismillah,0,3,ter anies anies mah bismillah
@budimandjatmiko @gibran_tweet Seputar apapun sehebat apapun fasilitas sebagai anak peninggalan negara kalo ADABnya gak ada....PERCUMAHHH,0,13,putar apa hebat apa fasilitas anak tinggal negara adab
Kedekatan Ganjar-Mahfud dengan masyarakat memperkuat legitimasi kebijakan perdagangan yang diimplementasikan. @tired4anythin Hebat ! Pasti Lebih Baik https://t.co/XgalCVuiL5,1,15,dekat ganjar mahfud masyarakat kuat legitimasi bija dagang implementasi hebat
@Naz_lira @cakimiNOW Kalau urusan pribadi pak Prabowo di malukan dan di nilai rendah kalian puas,0,13,urus pribadi prabowo malu nilai rendah puas
@Spaghett1Kimchi @BungDenni @berlianidris Debat kali ini bisa dibilang 100% me review kinerja Pak Prabowo sbg Menhan. Pak Anies sampai bilang Bapak sudah menjabat Menhan selama 4 -5 tahun harusnya bapak bicara Saya sudah Saya sudah bukan Saya akan Saya akan. Dan kalau kita ikuti acara debat capres semalam ,0,45,debat kali bilang tinjau kinerja prabowo menhan anies bilang jabat memenh bicara ikuti acara debat capres malam
kasian prabowo tp opini nya jelek bgt wkwkwk,0,8,kasihan prabowo opini nya jelek ha
@afriyandes @hasmibakhtiar Gw suka gaya ente ...broo...bpk anies ...mantap....,1,7,suka gaya saudara anies mantap
@Hilmi28 Klo permainan bola gaya catennacio italy dipakai. Selama ini anies menunjukkan permainan bertahan santai dan ball possesion. Tapi kemenangan butuh gol maka tau saatnya menggigit untuk dapatkan meski hanya sebuah gol untuk kemenangan,1,33,main bola gaya catennacio italia pakai anies main tahan santai bola kepemilikan menang butuh gol gigit dapat gol menang
@Generasi_MudaNU @gibran_tweet Bukannya tambang ilegal itu gak ada izinnya ya ?,0,9,tambang ilegal izin iya
@ekowboy2 Di bela anies... ,0,3,bela anies
Forum debat memang akan jadi domainnya Anies. Dan kemarin malam itulah yg terjadi. Pertanyaannya apakah penampilan Anies kemarin mampu untuk nambah suaranya atau sekadar pemuas masturbasi para pendukungnya? cuma mampu Tweet beginian doang ,-1,33,forum debat domain anies kemarin malam tanya tampil anies kemarin suara muas masturbasi dukung tweet
@xandreanda @fadlizon @prabowo @gibran_tweet Lawan Anies Muhaimin bukan lah Prabowo Ganjar tapi KPU dan Bawaslu karena semua by design,-1,15,lawan anies muhaimin prabowo ganjar kpu bawaslu desain
Inilah Rekam Jejak seorang sosok negarawan yg bernama @aniesbaswedan video ini menyaksikan bagaimana kearifan beliau #AminMenang1Putaran #DesakAnies #aniesbubble #AMINPilihanRakyat #AniesUnggul #AMINAjaDulu #Anies_isTheBestForPresident https://t.co/3BzRfCQWJv,0,14,rekam jejak sosok negarawan nama video saksi arif beliau
Wowo mengungkit jasa dia menaikkan Anies sbg Gub yg kmdn berkhianat. Sikap spt itu menunjukkan dia org yg menyebalkan dan pendendam shg bisa dimaklumi jika kmdn dikhianati Anies yg nekad nyapres walopun Wowo nyapres juga. Jadi buka²an deh! ,0,39,prabowo ungkit jasa naik anies gubernur kemarin khianat sikap orang sebal dendam maklum kemarin khianat anies tekad capres prabowo capres buka buka deh
@kompascom pak ganjar cuma negasin sih,0,5,ganjar tegas sih
@berlianidris Gus Muhaimin bagus beliau meminta penjelasan ttg SGIE agar tak salah dalam menjawab. Seorang calon pemimpin harusnya begitu . Jangan asal jawab tp gak nyambung . Angkat jempol utk Gus Muhaimin.,1,31,gus muhaimin bagus beliau jelas sgie salah calon pimpin sambung angkat jempol gus memuhaim
 Jutaan hektare tanah itu dikuasai tidak kurang dari 100 orang. Setuju dibagi-bagi? Setuju rakyat punya tanah? Menangkan AMIN . Semua hal harus diukur dengan keadilan. Tidak boleh yang besar tambah besar.Cawapres 01 Gus Muhaimin @cakimiNOW #RezimPerusakLingkungan #AMINAjaDulu https://t.co/jnNCgeDnIV,1,34,juta hektar tanah asai orang tuju bagi tuju rakyat tanah menang amin ukur adil cawapres gus muhaimin
Anies Muhaimin 2024 InsyaALLAH Aamiin,0,5,anies muhaimin insya allah amin
@mhdksafa Pak @prabowo kalo masih mau buka hubungan sama israhellzionis liat ini pak! Masa mau berteman sm pembunuh masal pembunuh anak2 penjajah pembantai yg bahkan org mau solat di masjidnya aja ditodong senjata. Udh hilang akal dan nurani sih kalo beneran. @Gerindra @gibran_tweet,0,41,buka hubung israel zionis lihat teman bunuh massal bunuh anak anak jajah bantai orang salat masjid todong senjata hilang akal nurani sih benar
Warga diajak untuk melihat Ganjar-Mahfud sebagai sosok yang tidak hanya berbicara tetapi juga bertindak untuk kebaikan bersama. @Sucihhh1 Top ! Sat Set https://t.co/B2T2VlglFW,0,21,warga ajak ganjar mahfud sosok bicara tindak kebaikan top sat set
@DignityLarks @Generasi_MudaNU Pak Anies dan Pak Ganjar nggak pernah bersikap songong celingak celinguk begitu.,1,12,anies ganjar sikap sombong celangak celinguk
@gorunbiraz3 @ganjarpranowo @jokowi @Dennysiregar7 @prabowo @gibran_tweet @Gerindra @golkar_id @Official_PAN @SaveCoronaID @Paltiwest @AchdiAzizy1 Program2 pak jokowi yg bisa melanjutkannya hanya prabowo gibran,1,9,program program jokowi lanjut prabowo gibran
@devitamarta22 Yakin Ganjar bakal disetir Mega!?,-1,5,ganjar setir mega
@ganjarpranowo Pak Ganjar senang melihat Anda menikmati durian di Wonosobo semoga bisa kembali lagi.,0,13,ganjar senang nikmat durian wonosobo moga
Pernyataan ini gabakalan muncul di akun X jika anies yg bersabda ,0,12,nyata muncul akun kali anies sabda
@fadlizon @prabowo @gibran_tweet Aneh.. orang ini dijebloskan ke penjara gara2 tweet ke presiden doang. Eh malah bisa2nya membelok mendukung yg menjebloskan? Logika berpikirnya sudah sangat rusak,0,25,aneh orang jeblos penjara gara gara tweet presiden eh bisa belok dukung jeblos logika pikir rusak
Lah semuanya kayak gitu kale pertanyaan-pertanyaan Anies juga pengen menjebak capres lain kok... gitu amat jadi buzzer ,0,17,kali anies jebak capres buzer
@msaid_didu Biasanya jam 9 malam udah bobok ha ha santuy santun aku pilih ANIS DAN MUHAIMIN NO 1 aja,0,18,jam malam tidur ha ha santai santun pilih anies muhaimin
Keberlanjutan Ganjar-Mahfud dalam memperjuangkan keadilan perdagangan menciptakan kepercayaan di mata pelaku usaha. @vacysfte Top ! Pasti Lebih Baik https://t.co/muJ8UBn68b,0,17,lanjut ganjar mahfud juang adil dagang cipta percaya mata pelaku usaha top
BELUM PERNAH ADA DALAM SEJARAH NEGARA INDONESIA PUNYA PRESIDEN KWALITAS NYA SEHEBAT BPK ANIES BASWEDAN. SANGAT BERMUTU . PENDIDIKAN NYA MUMPUNI HEBAT . AGAMA NYA TAAT .PENGALAMAN MENDUNIA .HATI NYA BAIIK BADAN NYA SEHAT &amp; KUAT ( MIRIP SAMSON ) &amp; GANTENG . https://t.co/ISrtjwjXBh,0,43,sejarah negara indonesia presiden kualitas nya hebat anies baswedan mutu pendidikan nya mumpuni hebat agama nya taat alam dunia hati nya badan nya sehat kuat samson ganteng
@Fahrihamzah klu petugasnya jokowi gimana bang??? koalisi prabowo gibran kan petugas jokowi semua bang??,0,13,petugasnya jokowi bang koalisi prabowo gibran petugas jokow bang
@eddy_widodo_165 @gibran_tweet Boleh aku tandai dg nama SAYUR ASAM ,0,7,tanda nama sayur asam
@tvOneNews Nusron nonton sambil tidur gak tahu dia waktu pas prabowo disalip Anies ,0,12,nusron tonton tidur pas prabowo salip anies
@Minietweets_ @YRadianto Oma Utas Nitnot Lestari kek paham hukum aja. Diketawain Gen Z jurusan fakultas hukum Oma. Dasar produk Hukum berawal dari Etika. Gibran gak ada legitimasi secara Etika. Joged Gemoy nya manaaa ,0,31,oma utas nitnot lestari paham hukum ketawa gen jurus fakultas hukum oma dasar produk hukum etika gibran legitimasi etika joget gemoi nya
